ID,text,sentiment,topic,linguistic_level,flagprofanity,hasemoji,hasspellingerror,hasslang,length_class,mixed_sentiment,template_family,source,training_generation,input_timestamp
7361,"After repeated use under comparable conditions, after the initial setup, I noticed that the menu system on this smart TV keeps doing what I need. the result matched what I saw earlier in the week.",positive,television,technical,0,0,0,0,long,0,noticed,initial,0,2026-08-18T22:44:45Z
7362,"After comparing it with my previous unit, I observed that the temperature control on this kitchen refrigerator performs about as expected. the same pattern showed up in a second test. The pattern remained consistent enough to influence my overall assessment.",neutral,refrigerator,advanced,0,0,0,0,long,0,noticed,initial,0,2026-08-18T22:44:45Z
7363,"imo, while using it at home, I observed that the touchscreen on this device does what the specification says. the behavior was consistant from day to day. That repeated behavior matters more to me than the first impression. 🤔",neutral,smartphone,advanced,0,1,1,1,long,0,noticed,initial,0,2026-08-18T22:44:45Z
7364,"i have using this mobile phone after month of ownership, and the microphone has been frustrating to use. the behavior was consistent from day to day.",negative,smartphone,limited,0,0,0,0,medium,0,using,initial,0,2026-08-18T22:44:45Z
7365,"tbh, the sofware is what stood out after comparing it with my previous unit; it is pretty ordinary. it behaved similarly under a few different conditions. it is not amazing, but it is not bullshit either.",neutral,smartphone,informal,1,0,1,1,long,0,stood_out,initial,0,2026-08-18T22:44:45Z
7366,My main impression of this kitchen refridgerator comes from the door alarm: it makes routine use harder than it should be after a month of ownership. I noticed the pattern graudally rather than all at once. I would not rely on it.,negative,refrigerator,standard,0,0,1,0,long,0,main_impression,initial,0,2026-08-18T22:44:45Z
7367,"I have been using this living-room TV after the initial setup, and the motion handling has not held up. the behavior was consistent from day to day. I am already looking at alternatives. The difference became clearer once I compared several ordinary use cases.",negative,television,advanced,0,0,0,0,long,0,using,initial,0,2026-08-18T22:44:45Z
7368,"I did not pay much attention to the camera at first, but while using it at home it performs better than I expected. I checked it again before making up my mind. it has earned my confidence. The damn thing surprised me in a good way. kinda wild. That repeated behavior matters more to me than the first impression.",positive,smartphone,advanced,1,0,0,1,long,0,attention,initial,0,2026-08-18T22:44:45Z
7369,"Across repeated observations, during normal weekday use, I noticed that the detergent drawer on this washing unit still feels solid. it behaved similarly under a few different conditions.",positive,washing_machine,technical,0,0,0,0,medium,0,noticed,initial,0,2026-08-18T22:44:45Z
7370,"after a week of everyday use, i that the wi-fi on this smart tv performs consistently. the result matched what i earlier in the week. for my use case, this is a keeper.",positive,television,limited,0,0,0,0,medium,0,noticed,initial,0,2026-08-18T22:44:45Z
7371,The motion handling is what stood out after the initial setup; it has become unreliable. The damn thing keeps getting in the way. This makes the broader ownership experience easier to evaluate. 🔥,negative,television,advanced,1,1,0,0,medium,0,stood_out,initial,0,2026-08-18T22:44:45Z
7372,"after comparing it with my previous unit, i noticed that the backlight on this smart tv is pretty ordnary. i got the same result more than once. idk.",neutral,television,informal,0,0,1,1,medium,0,noticed,initial,0,2026-08-18T22:44:45Z
7373,"I have been using this daily phone after the initial setup, and the charging port has been frustrating to use. I got the same result more than once. I would hesitate to buy it again. The difference became clearer once I compared several ordinary use cases.",negative,smartphone,advanced,0,0,0,0,long,0,using,initial,0,2026-08-18T22:44:45Z
7374,"During a typical weekend, the motion handling is pretty ordnary. A separate point is the HDMI input, which fails too often. it behaved similarly under a few different conditions. This makes the broader ownership experience easier to evaluate.",neutral,television,advanced,0,0,1,0,long,1,context_component,initial,0,2026-08-18T22:44:45Z
7375,"After repeated use under comparable conditions, my main impression of this screen comes from the menu system: it works about as expected while using it at home.",neutral,television,technical,0,0,0,0,medium,0,main_impression,initial,0,2026-08-18T22:44:45Z
7376,"Across repeated observations, the charging port is what stood out during normal weekday use; it has been frustrating to use. the same pattern showed up in a second test.",negative,smartphone,technical,0,0,0,0,medium,0,stood_out,initial,0,2026-08-18T22:44:45Z
7377,"Under a representative operating profile, i have been using this daily phone after comparing it with my previous unit, and the charging port does the basic job. the same pattern showed up in a second test.",neutral,smartphone,technical,0,0,0,0,long,0,using,initial,0,2026-08-18T22:44:45Z
7378,My main impression of this front loader comes from the noise level: it keeps causing problems after a week of everyday use. I checked it again before making up my mind. this needs to improve. This shit should not be happening in normal use.,negative,washing_machine,standard,1,0,0,0,long,0,main_impression,initial,0,2026-08-18T22:44:45Z
7379,"I have been using this device after a month of ownership, and the charging port has no major strengths or weaknesses. it behaved similarly under a few different conditions.",neutral,smartphone,standard,0,0,0,0,medium,0,using,initial,0,2026-08-18T22:44:45Z
7380,"after comparing it with my previous unit, the rinse cycle has no major strengths or weaknesses. my opinion is still basically in the middle.",neutral,washing_machine,informal,0,0,0,0,medium,0,context_component,initial,0,2026-08-18T22:44:45Z
7381,the software is what stood out during normal weekday use; it works about as expected. the result matched what i saw earlier in the week. there is not much else to say.,neutral,smartphone,informal,0,0,0,0,medium,0,stood_out,initial,0,2026-08-18T22:44:45Z
7382,"after a month of ownership, the motion handling keeps causing problems. the same showed up in a second test.",negative,television,limited,0,0,0,0,medium,0,context_component,initial,0,2026-08-18T22:44:45Z
7383,the wi-fi is what stood out after comparing it with my previous unit; it is pretty ordinary. the behavior was consistent from day to day.,neutral,television,informal,0,0,0,0,medium,0,stood_out,initial,0,2026-08-18T22:44:45Z
7384,my main impression of this laundry appliance comes from the spin cycle: it has held up well after a week of everyday use. i got the same result more than once.,positive,washing_machine,informal,0,0,0,0,medium,0,main_impression,initial,0,2026-08-18T22:44:45Z
7385,"Across repeated observations, the touchscreen is what stood out after several routine cycles; it works better than I expected. I noticed the pattern gradually rather than all at once.",positive,smartphone,technical,0,0,0,0,medium,0,stood_out,initial,0,2026-08-18T22:44:45Z
7386,the face unlokc is what stood out after comparing it with my previous unit; works about as expected.,neutral,smartphone,limited,0,0,1,0,medium,0,stood_out,initial,0,2026-08-18T22:44:45Z
7387,"after several routine cycles, the face unlock is usable without standing out. the same pattern showed up in a second test.",neutral,smartphone,informal,0,0,0,0,medium,0,context_component,initial,0,2026-08-18T22:44:45Z
7388,my main impression this smartphone comes from the face unlock: it works worse than i expected during a typical weekend. it behaved similarly under a few different i would hesitate to buy it again.,negative,smartphone,limited,0,0,0,0,long,0,main_impression,initial,0,2026-08-18T22:44:45Z
7389,"ngl, the charging port is what stood during normal weekday use; it has held well. i noticed the pattern gradually arther than all at once. Honestly 💀",positive,smartphone,limited,0,1,1,1,medium,0,stood_out,initial,0,2026-08-18T22:44:45Z
